18.087	25.526	0.100	359.309	0.100	0.100	19.662	0.100	0.100	105.917
0.100	166.101	0.100	175.718	0.100	0.100	0.100	0.100	0.100	33.481
8.942	13.843	0.100	0.100	0.100	0.100	166.363	0.100	0.100	5.253
25.784	146.599	0.100	127.287	0.100	34.373	55.073	0.100	0.100	728.484
10.195	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	223.005
215.051	106.277	0.100	343.499	0.100	30.973	53.452	0.100	0.100	360.348
26.583	12.688	0.100	130.082	0.100	0.100	18.522	0.100	0.100	6.624
41.635	75.229	0.100	0.100	0.100	28.217	83.362	0.100	0.100	70.056
0.100	169.560	0.100	167.658	0.100	0.100	0.100	0.100	0.100	38.082
6.940	235.766	0.100	0.100	0.100	0.100	0.100	0.100	0.100	25.594
8.882	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	233.318
103.689	163.264	0.100	192.432	118.085	28.173	102.102	0.100	0.100	357.956
121.068	23.691	0.100	0.100	0.100	0.100	4.303	0.100	0.100	91.337
239.989	17.006	0.100	62.142	0.100	0.100	0.100	0.100	0.100	74.263
136.855	18.345	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
0.100	0.100	0.100	7.995	94.421	0.100	0.100	0.100	0.100	57.884
0.100	18.577	0.100	123.067	0.100	30.950	23.871	0.286	62.756	196.193
0.100	14.010	0.100	60.389	0.100	0.100	0.100	153.158	0.100	142.843
0.100	0.100	0.100	15.150	0.100	0.100	0.100	0.100	0.100	240.050
0.100	0.100	0.100	207.415	0.100	0.100	0.100	0.100	0.100	20.784
0.100	274.682	0.100	84.814	0.100	28.740	2.019	0.100	0.100	177.245
0.324	144.653	0.100	364.517	0.100	29.918	116.194	0.100	0.100	110.994
0.100	51.092	41.222	150.355	0.100	41.827	29.882	32.217	0.100	218.105
54.172	221.950	0.100	210.887	0.100	9.984	90.309	156.278	0.100	302.121
20.967	377.133	0.100	12.965	0.100	29.958	0.100	0.100	0.100	40.477
0.100	0.100	0.100	0.100	0.100	42.994	0.100	0.100	0.100	153.206
0.100	15.134	0.100	0.100	0.100	180.977	0.100	0.100	0.100	31.189
0.100	0.100	0.100	2.199	0.100	0.979	29.724	0.100	69.845	43.753
0.100	0.100	0.100	21.399	0.100	0.100	147.082	0.100	0.100	43.819
0.100	159.883	0.100	6.032	0.100	0.100	12.332	0.100	0.100	79.154
0.100	118.983	0.100	7.796	0.100	150.011	0.100	0.100	0.100	21.611
0.100	40.094	0.100	11.587	0.100	174.345	0.100	24.260	0.100	35.213
0.100	295.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
0.100	249.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
178.440	21.476	0.100	0.100	10.182	0.100	13.547	0.100	0.100	23.855
105.347	0.100	0.100	0.100	0.100	60.853	0.100	0.100	0.100	0.100
0.100	232.745	0.100	15.140	0.100	0.100	0.100	0.100	0.100	39.415
0.100	0.100	0.100	213.103	0.100	5.893	0.100	0.100	0.100	164.303
6.353	0.100	0.100	0.100	0.100	0.100	11.564	0.100	0.100	162.383
79.207	14.636	0.100	168.607	0.100	0.100	0.100	0.100	0.100	73.950
12.037	1.880	0.100	39.625	0.100	232.942	9.960	0.100	0.100	64.157
0.100	71.365	0.100	114.904	0.100	0.100	13.090	0.100	0.100	15.041
0.100	21.753	0.100	24.300	0.100	0.100	114.881	0.100	0.100	147.467
0.100	0.100	0.100	15.889	0.100	155.687	0.100	0.100	0.100	26.724
0.100	0.100	0.100	0.100	0.100	245.816	0.100	0.100	0.100	7.384
0.100	13.108	0.100	0.100	0.100	16.183	21.883	0.100	47.933	189.393
0.100	0.100	0.100	0.100	0.100	0.220	0.100	0.100	0.100	301.980
0.100	42.854	0.100	44.156	0.100	81.472	0.100	0.100	0.100	208.917
0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	204.100
154.093	11.107	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
14.728	0.100	0.100	0.100	0.100	0.100	180.659	0.100	0.100	19.913
206.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
68.374	77.826	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
0.100	150.619	0.100	0.100	0.100	0.100	0.100	0.100	11.581	0.100
222.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
75.436	62.137	0.100	0.100	0.100	0.100	0.100	0.100	13.082	15.744
31.026	167.746	0.100	79.106	0.100	19.418	163.222	0.100	0.100	20.082
0.100	20.575	0.100	0.100	42.221	92.504	0.100	0.100	0.100	0.100
0.100	0.100	0.100	39.677	0.100	0.100	130.253	99.495	0.100	54.975
0.100	0.100	0.100	267.100	0.100	0.100	0.100	0.100	0.100	0.100
0.100	9.988	0.100	0.100	0.100	0.100	160.863	0.100	0.100	29.448
0.100	99.841	0.100	33.980	0.100	18.190	9.558	0.100	0.100	59.931
0.100	0.100	0.100	10.617	0.100	238.968	13.279	0.100	0.100	37.535
0.100	10.482	0.100	69.034	0.100	6.651	183.965	3.514	0.100	118.954
22.246	67.222	57.889	3.795	0.100	0.100	36.534	0.100	0.100	44.914
0.100	52.217	0.100	0.100	0.100	0.100	168.869	0.100	0.100	28.213
0.100	27.050	0.100	0.100	0.100	143.138	35.763	0.100	0.100	102.450
37.516	0.100	0.100	18.894	0.100	121.586	10.526	0.100	0.100	88.977
0.100	0.100	0.100	0.100	0.100	8.603	0.100	0.100	0.100	216.597
0.100	64.070	0.100	447.528	0.100	71.726	15.569	0.100	0.100	196.607
24.900	215.375	0.100	0.100	0.100	0.100	35.948	0.100	0.100	59.177
0.100	46.194	0.100	36.688	48.031	17.531	32.575	18.884	0.100	166.796
0.100	28.967	0.100	22.817	0.100	0.100	2.476	192.845	0.100	148.395
0.100	0.100	0.100	169.327	0.100	8.225	88.988	0.100	0.100	149.859
0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	185.100
0.100	0.100	0.100	0.100	0.100	93.549	0.100	63.733	0.100	62.017
55.255	39.777	0.100	107.566	0.100	69.051	15.215	0.100	0.100	249.736
40.826	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	301.373
0.100	136.612	0.100	0.100	0.100	0.100	130.614	0.100	0.100	15.074
0.100	0.100	0.100	0.100	7.439	6.976	15.009	0.100	0.100	332.976
0.100	19.213	0.100	185.025	0.100	0.100	0.100	0.100	0.100	157.061
0.100	12.081	0.100	283.082	0.100	7.682	0.100	0.100	0.100	66.555
0.100	0.100	0.100	31.319	0.100	0.100	0.100	0.100	0.100	309.881
109.875	177.319	0.100	70.560	0.100	18.052	34.405	27.069	0.100	459.420
90.722	65.156	0.100	43.395	0.100	0.100	28.506	0.100	0.100	19.722
0.100	0.100	0.100	0.100	0.100	0.100	219.225	0.100	0.100	36.975
0.100	18.656	0.100	0.100	0.100	0.100	18.263	0.100	0.100	297.381
7.216	25.693	0.100	0.100	0.100	0.100	227.870	0.100	0.100	48.621
0.100	0.100	0.100	0.100	0.100	31.432	0.100	0.100	0.100	174.768
0.100	27.622	63.869	30.863	0.100	6.135	28.689	0.100	0.100	84.422
12.630	14.174	0.100	0.100	0.100	0.100	220.062	0.100	0.100	53.534
0.100	9.382	0.100	0.100	84.653	0.100	0.100	0.100	0.100	32.264
0.100	119.121	0.100	7.527	0.100	150.624	0.100	0.100	0.100	22.128
0.100	40.096	0.100	11.580	0.100	174.337	0.100	24.273	0.100	35.214
0.100	284.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
0.100	246.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
194.372	20.289	0.100	0.100	5.119	0.100	10.097	0.100	0.100	13.624
90.053	0.100	0.100	0.100	0.100	67.147	0.100	0.100	0.100	0.100
0.100	232.745	0.100	15.140	0.100	0.100	0.100	0.100	0.100	39.415
0.100	0.100	0.100	213.102	0.100	5.898	0.100	0.100	0.100	164.300
71.840	13.452	0.100	184.534	0.100	0.100	0.100	0.100	0.100	71.573
12.025	2.113	0.100	39.619	0.100	232.840	9.878	0.100	0.100	64.125
0.100	0.100	0.100	0.100	0.100	245.757	0.100	0.100	0.100	7.443
206.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
0.100	150.621	0.100	0.100	0.100	0.100	0.100	0.100	11.579	0.100
218.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100
31.025	167.746	0.100	79.107	0.100	19.421	163.222	0.100	0.100	20.080
0.100	20.576	0.100	0.100	42.219	92.505	0.100	0.100	0.100	0.100
0.100	0.100	0.100	39.675	0.100	0.100	124.068	101.753	0.100	57.904
0.100	0.100	0.100	272.100	0.100	0.100	0.100	0.100	0.100	0.100
0.100	0.100	0.100	145.013	0.100	7.018	0.100	0.100	0.100	13.269
0.100	0.100	0.100	10.592	0.100	238.939	13.356	0.100	0.100	37.513
0.100	10.456	0.100	69.029	0.100	6.607	183.933	3.641	0.100	118.934
0.100	27.047	0.100	0.100	0.100	143.136	35.768	0.100	0.100	102.449
37.523	0.100	0.100	18.896	0.100	121.595	10.503	0.100	0.100	88.982
0.100	0.100	0.100	0.100	0.100	4.861	0.100	0.100	0.100	237.339
0.100	0.100	0.100	169.334	0.100	8.198	88.999	0.100	0.100	149.869
0.100	0.100	0.100	0.100	0.100	93.490	0.100	63.794	0.100	62.016
0.100	37.651	0.100	39.348	0.100	18.242	0.100	0.100	0.100	379.159
40.827	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	301.372
0.100	136.612	0.100	0.100	0.100	0.100	130.611	0.100	0.100	15.077
0.100	46.213	0.100	33.871	0.100	14.514	402.401	0.100	0.100	97.501
0.100	0.100	0.100	0.100	7.445	6.971	15.010	0.100	0.100	332.974
0.100	19.212	0.100	185.026	0.100	0.100	0.100	0.100	0.100	157.062
0.100	19.214	0.100	185.025	0.100	0.100	0.100	0.100	0.100	157.061
109.875	177.316	0.100	70.560	0.100	18.062	34.420	27.049	0.100	459.418
0.100	155.900	0.100	0.100	0.100	0.100	0.100	0.100	0.100	49.300
33.639	57.491	0.100	80.906	76.150	35.259	58.951	0.100	0.100	212.303
0.100	103.702	41.736	125.330	0.100	49.496	105.187	0.100	0.100	287.148
0.100	9.902	0.100	0.100	0.100	0.100	0.100	0.100	75.659	48.738
0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	267.100
6.676	26.714	0.100	0.100	0.100	0.100	218.592	0.100	0.100	58.418
